date,high,low,close
4/3/2017,"1,591.13","1,570.57","1,571.41"
8/9/2017,"1,581.32","1,562.77","1,571.20"
6/11/2018,"1,571.23","1,555.79","1,571.18"
6/13/2018,"1,575.47","1,563.54","1,571.07"
4/11/2017,"1,577.63","1,564.88","1,570.91"
3/21/2017,"1,588.63","1,569.00","1,570.88"
4/30/2018,"1,582.20","1,568.68","1,570.71"
2/17/2017,"1,578.91","1,566.47","1,570.59"
7/27/2017,"1,581.11","1,570.24","1,570.48"
6/15/2018,"1,587.64","1,570.42","1,570.43"
7/18/2018,"1,572.63","1,557.97","1,570.42"
1/29/2015,"1,570.84","1,550.11","1,570.39"
2/28/2017,"1,572.73","1,561.59","1,570.17"
3/11/2019,"1,571.26","1,558.72","1,569.93"
2/24/2017,"1,589.51","1,563.04","1,569.86"
2/14/2017,"1,573.11","1,563.74","1,569.75"
2/20/2018,"1,570.36","1,550.91","1,569.68"
4/7/2017,"1,569.73","1,553.43","1,569.67"
6/1/2018,"1,573.36","1,549.54","1,569.51"
7/25/2017,"1,575.32","1,567.36","1,568.91"
4/20/2017,"1,571.67","1,560.93","1,568.74"
5/27/2019,"1,582.46","1,565.78","1,568.23"
6/17/2015,"1,584.27","1,565.86","1,567.46"
4/4/2017,"1,578.62","1,564.28","1,567.30"
6/15/2015,"1,586.38","1,561.52","1,566.99"
5/3/2018,"1,591.05","1,564.75","1,566.96"
7/24/2017,"1,583.61","1,566.88","1,566.88"
8/1/2017,"1,569.56","1,548.19","1,566.31"
6/7/2019,"1,570.78","1,543.37","1,566.14"
3/27/2019,"1,579.65","1,560.49","1,565.85"
4/19/2017,"1,571.22","1,552.46","1,565.73"
3/12/2019,"1,577.52","1,563.84","1,565.56"
5/28/2019,"1,572.63","1,555.23","1,565.12"
6/19/2018,"1,565.62","1,542.38","1,564.87"
6/4/2018,"1,578.47","1,561.73","1,564.73"
2/27/2017,"1,577.06","1,561.64","1,564.63"
3/7/2018,"1,564.20","1,548.01","1,564.19"
4/6/2017,"1,564.07","1,543.70","1,564.05"
8/2/2017,"1,573.45","1,558.95","1,563.20"
3/22/2017,"1,569.94","1,551.24","1,562.96"
2/10/2017,"1,568.21","1,556.66","1,562.73"
5/30/2018,"1,574.65","1,559.66","1,562.54"
1/28/2015,"1,562.54","1,539.15","1,562.54"
6/18/2015,"1,565.23","1,538.47","1,562.43"
2/14/2019,"1,570.62","1,557.58","1,562.36"
7/2/2015,"1,577.77","1,560.63","1,562.10"
6/18/2018,"1,569.64","1,550.41","1,561.65"
5/23/2019,"1,593.54","1,558.88","1,561.17"
3/1/2018,"1,583.23","1,560.56","1,560.56"
3/6/2018,"1,569.75","1,551.20","1,559.94"
6/29/2015,"1,585.78","1,545.58","1,559.80"
8/3/2017,"1,567.05","1,554.45","1,559.66"
3/28/2019,"1,571.17","1,553.80","1,559.32"
6/5/2018,"1,572.12","1,559.05","1,559.05"
3/7/2019,"1,575.50","1,553.14","1,558.91"
6/29/2018,"1,560.74","1,534.90","1,558.88"
9/1/2017,"1,560.87","1,546.86","1,558.79"
3/8/2019,"1,559.05","1,546.71","1,558.63"
2/13/2019,"1,562.23","1,549.57","1,558.58"
4/5/2017,"1,568.42","1,557.09","1,558.56"
4/19/2018,"1,563.83","1,551.72","1,558.23"
7/28/2017,"1,570.79","1,550.65","1,557.56"
2/9/2017,"1,557.50","1,545.69","1,557.50"
2/3/2017,"1,559.13","1,550.11","1,557.31"
4/25/2018,"1,574.02","1,543.26","1,557.29"
4/18/2017,"1,576.71","1,553.07","1,557.21"
2/16/2018,"1,557.29","1,545.46","1,556.93"
7/17/2018,"1,566.75","1,550.84","1,556.61"
6/8/2018,"1,562.36","1,542.09","1,555.87"
6/7/2018,"1,575.74","1,551.31","1,555.65"
8/10/2017,"1,571.12","1,554.75","1,554.75"
1/26/2015,"1,554.70","1,527.36","1,554.70"
8/14/2017,"1,556.35","1,538.96","1,554.58"
10/16/2018,"1,554.16","1,526.67","1,554.16"
1/26/2017,"1,563.52","1,551.22","1,553.89"
7/3/2015,"1,564.29","1,544.55","1,553.60"
8/19/2015,"1,576.86","1,553.27","1,553.51"
3/29/2019,"1,564.30","1,545.19","1,553.42"
9/7/2017,"1,553.87","1,537.74","1,553.02"
7/16/2018,"1,555.11","1,544.56","1,552.75"
4/18/2018,"1,553.88","1,542.97","1,552.48"
9/8/2017,"1,553.23","1,545.28","1,552.32"
8/16/2017,"1,556.55","1,543.37","1,552.16"
3/20/2018,"1,556.07","1,542.30","1,551.97"
9/4/2017,"1,558.79","1,546.31","1,551.89"
2/2/2017,"1,554.58","1,544.60","1,551.85"
11/2/2018,"1,551.79","1,537.69","1,551.39"
2/6/2019,"1,554.05","1,537.64","1,551.15"
2/7/2018,"1,555.29","1,513.57","1,551.15"
12/13/2016,"1,551.96","1,535.48","1,551.00"
2/7/2017,"1,560.71","1,545.73","1,550.94"
7/13/2018,"1,554.17","1,542.52","1,550.88"
2/19/2018,"1,562.46","1,549.01","1,550.86"
12/15/2016,"1,551.14","1,532.10","1,550.52"
10/11/2018,"1,591.56","1,547.15","1,550.41"
5/31/2018,"1,572.42","1,544.83","1,549.94"
3/21/2018,"1,553.18","1,543.26","1,549.70"
7/9/2015,"1,552.04","1,524.48","1,549.59"
6/21/2018,"1,576.96","1,548.34","1,549.55"
2/12/2019,"1,551.99","1,542.79","1,549.41"
2/8/2017,"1,552.25","1,540.03","1,549.24"
2/6/2017,"1,558.92","1,547.39","1,548.90"
7/10/2018,"1,551.37","1,540.83","1,548.38"
10/17/2018,"1,562.78","1,544.99","1,548.27"
12/16/2016,"1,553.60","1,544.38","1,548.20"
7/31/2017,"1,561.96","1,548.06","1,548.19"
3/5/2018,"1,548.03","1,524.26","1,547.94"
3/19/2018,"1,573.27","1,545.78","1,547.41"
2/1/2017,"1,554.15","1,537.47","1,547.31"
9/5/2017,"1,555.85","1,545.10","1,546.99"
8/31/2017,"1,550.55","1,535.96","1,546.86"
2/5/2018,"1,581.69","1,545.56","1,546.33"
1/25/2017,"1,545.99","1,523.99","1,545.99"
4/17/2018,"1,548.50","1,528.53","1,545.16"
10/18/2018,"1,558.61","1,542.42","1,543.87"
8/22/2017,"1,543.99","1,524.25","1,543.76"
8/15/2017,"1,560.50","1,542.49","1,543.37"
2/15/2018,"1,550.28","1,533.30","1,542.72"
12/19/2016,"1,552.55","1,542.03","1,542.71"
2/5/2019,"1,544.35","1,526.35","1,542.49"
2/11/2019,"1,546.16","1,528.20","1,542.33"
8/23/2017,"1,546.82","1,538.73","1,542.14"
6/5/2019,"1,546.75","1,531.01","1,542.00"
6/30/2015,"1,561.34","1,537.93","1,541.66"
7/12/2018,"1,544.18","1,523.07","1,541.52"
12/14/2016,"1,551.09","1,538.63","1,541.39"
9/6/2017,"1,546.99","1,536.45","1,541.27"
7/9/2018,"1,541.61","1,525.55","1,541.06"
6/27/2018,"1,550.14","1,514.61","1,540.88"
7/2/2018,"1,557.46","1,533.98","1,540.86"
8/25/2017,"1,551.62","1,537.97","1,540.82"
8/17/2017,"1,552.50","1,538.72","1,540.09"
11/5/2018,"1,550.66","1,534.69","1,539.01"
8/11/2017,"1,554.75","1,535.65","1,538.96"
1/27/2017,"1,553.79","1,536.77","1,538.76"
5/29/2019,"1,562.37","1,538.11","1,538.75"
11/7/2018,"1,547.42","1,535.06","1,538.69"
7/3/2018,"1,548.79","1,537.30","1,538.40"
10/31/2018,"1,544.98","1,519.78","1,538.22"
8/24/2017,"1,546.86","1,537.99","1,537.99"
12/12/2016,"1,541.00","1,529.29","1,537.93"
6/4/2019,"1,537.31","1,506.39","1,537.31"
8/28/2017,"1,543.80","1,532.43","1,536.88"
11/8/2018,"1,549.74","1,534.95","1,536.79"
1/31/2017,"1,548.14","1,528.63","1,536.75"
12/20/2016,"1,547.86","1,535.12","1,536.72"
10/12/2018,"1,565.54","1,536.46","1,536.46"
1/23/2015,"1,540.91","1,530.36","1,536.39"
10/15/2018,"1,539.82","1,521.32","1,536.10"
11/30/2015,"1,542.12","1,515.33","1,536.05"
8/30/2017,"1,537.88","1,520.90","1,535.96"
3/29/2018,"1,537.25","1,513.19","1,535.35"
1/3/2017,"1,541.20","1,526.26","1,534.70"
6/25/2018,"1,553.12","1,534.48","1,534.65"
11/6/2018,"1,541.87","1,529.40","1,534.60"
8/20/2015,"1,553.54","1,532.96","1,534.39"
12/9/2016,"1,538.38","1,514.16","1,534.27"
12/2/2015,"1,539.54","1,521.64","1,533.87"
1/27/2015,"1,554.66","1,525.44","1,533.37"
12/27/2016,"1,536.01","1,525.48","1,533.31"
2/14/2018,"1,533.70","1,503.37","1,532.15"
8/18/2017,"1,540.09","1,524.36","1,532.12"
6/28/2018,"1,543.24","1,521.24","1,531.66"
10/19/2018,"1,546.92","1,510.69","1,531.66"
11/1/2018,"1,541.81","1,525.08","1,531.26"
1/4/2017,"1,538.77","1,527.59","1,530.93"
12/1/2015,"1,546.53","1,527.45","1,530.52"
11/9/2018,"1,535.25","1,528.58","1,530.51"
12/3/2018,"1,544.39","1,523.88","1,529.78"
11/4/2015,"1,533.95","1,512.89","1,529.43"
2/7/2019,"1,557.79","1,529.28","1,529.28"
6/26/2018,"1,539.40","1,526.30","1,529.23"
1/30/2017,"1,538.50","1,526.47","1,528.89"
12/28/2016,"1,532.86","1,526.29","1,527.30"
4/5/2018,"1,527.44","1,500.06","1,527.22"
2/4/2019,"1,529.38","1,520.22","1,527.19"
2/8/2019,"1,536.03","1,524.29","1,527.17"
7/6/2015,"1,539.46","1,525.90","1,526.94"
1/2/2017,"1,530.61","1,510.67","1,526.83"
4/10/2018,"1,526.99","1,513.11","1,526.76"
4/13/2018,"1,534.04","1,517.41","1,526.66"
7/5/2018,"1,536.05","1,521.20","1,526.60"
11/6/2015,"1,536.58","1,516.54","1,526.49"
3/2/2018,"1,559.50","1,525.37","1,526.46"
7/11/2018,"1,547.21","1,524.75","1,526.29"
4/16/2018,"1,533.74","1,524.22","1,526.27"
10/22/2018,"1,545.36","1,523.46","1,526.05"
12/23/2016,"1,528.42","1,519.28","1,525.80"
2/1/2019,"1,528.29","1,514.93","1,525.69"
1/20/2017,"1,527.38","1,507.78","1,525.49"
12/21/2016,"1,537.35","1,521.64","1,525.47"
8/21/2017,"1,532.12","1,519.22","1,524.25"
7/6/2018,"1,535.70","1,511.83","1,524.17"
1/22/2015,"1,526.46","1,501.48","1,523.80"
11/5/2015,"1,535.05","1,521.13","1,523.25"
1/24/2017,"1,522.87","1,504.91","1,522.85"
1/13/2017,"1,522.49","1,504.22","1,522.49"
7/4/2018,"1,538.03","1,521.60","1,522.34"
11/26/2015,"1,524.62","1,502.30","1,522.28"
1/5/2017,"1,530.93","1,521.88","1,522.10"
11/27/2015,"1,527.62","1,511.62","1,522.00"
11/20/2015,"1,525.48","1,505.94","1,521.87"
2/12/2018,"1,531.86","1,501.50","1,521.62"
8/29/2017,"1,536.88","1,517.77","1,520.90"
7/8/2015,"1,528.61","1,507.01","1,520.88"
11/13/2018,"1,527.29","1,505.20","1,520.26"
12/8/2016,"1,520.15","1,503.38","1,520.15"
2/8/2018,"1,550.44","1,519.77","1,519.77"
12/22/2016,"1,525.27","1,515.61","1,519.54"
4/12/2018,"1,520.85","1,503.86","1,518.88"
12/29/2016,"1,526.70","1,516.92","1,518.37"
6/3/2019,"1,518.23","1,494.19","1,518.23"
12/30/2016,"1,522.06","1,511.28","1,517.20"
7/7/2015,"1,541.71","1,516.09","1,516.12"
10/30/2018,"1,516.00","1,495.87","1,516.00"
1/18/2017,"1,515.99","1,503.11","1,515.99"
3/22/2018,"1,547.62","1,508.86","1,515.84"
11/23/2015,"1,521.87","1,509.27","1,515.80"
1/31/2019,"1,526.13","1,507.25","1,515.42"
11/29/2018,"1,518.62","1,501.65","1,515.38"
11/30/2018,"1,519.18","1,509.22","1,514.63"
11/12/2018,"1,537.99","1,513.48","1,514.59"
11/18/2015,"1,515.21","1,504.38","1,514.18"
11/17/2015,"1,514.33","1,479.24","1,513.93"
1/19/2017,"1,521.92","1,508.48","1,513.92"
2/13/2018,"1,527.17","1,513.23","1,513.27"
3/23/2018,"1,520.66","1,493.12","1,513.18"
1/16/2017,"1,518.27","1,511.07","1,512.97"
11/19/2015,"1,530.91","1,507.83","1,512.77"
3/28/2018,"1,512.13","1,484.14","1,512.13"
1/11/2017,"1,517.75","1,501.03","1,511.88"
2/6/2018,"1,535.28","1,487.95","1,511.60"
11/9/2015,"1,537.25","1,511.55","1,511.55"
11/11/2015,"1,518.30","1,503.16","1,511.46"
4/6/2018,"1,526.43","1,508.85","1,511.37"
4/9/2018,"1,527.56","1,502.45","1,511.32"
5/31/2019,"1,536.63","1,505.13","1,510.46"
3/27/2018,"1,517.55","1,495.08","1,510.11"
1/10/2017,"1,516.57","1,506.30","1,510.09"
1/9/2017,"1,525.38","1,504.07","1,509.82"
8/28/2015,"1,509.71","1,490.46","1,509.71"
1/30/2019,"1,510.93","1,497.45","1,509.50"
10/23/2018,"1,523.27","1,499.64","1,508.88"
4/3/2018,"1,533.20","1,504.07","1,508.80"
11/3/2015,"1,508.68","1,496.13","1,507.45"
1/17/2017,"1,514.58","1,498.74","1,507.32"
9/9/2015,"1,524.23","1,505.99","1,507.15"
10/23/2015,"1,514.85","1,486.10","1,506.59"
11/25/2015,"1,508.38","1,487.95","1,506.52"
12/4/2018,"1,528.72","1,506.43","1,506.43"
10/26/2015,"1,515.23","1,499.29","1,506.16"
10/25/2018,"1,511.33","1,487.68","1,506.02"
4/11/2018,"1,526.47","1,498.80","1,504.71"
1/23/2017,"1,524.37","1,503.05","1,504.69"
12/7/2016,"1,503.98","1,493.18","1,503.95"
1/12/2017,"1,513.24","1,499.58","1,503.31"
10/29/2018,"1,517.72","1,485.86","1,503.14"
8/27/2015,"1,505.88","1,485.67","1,502.86"
1/29/2019,"1,506.00","1,485.52","1,502.72"
11/14/2018,"1,518.68","1,496.86","1,502.45"
11/2/2015,"1,509.70","1,480.29","1,502.44"
12/3/2015,"1,544.94","1,502.41","1,502.41"
10/24/2018,"1,523.07","1,500.24","1,501.47"
1/21/2015,"1,501.22","1,483.26","1,501.22"
1/25/2019,"1,505.72","1,487.70","1,501.12"
8/31/2015,"1,504.55","1,486.61","1,501.07"
11/28/2018,"1,505.74","1,493.12","1,500.45"
9/3/2015,"1,506.53","1,479.13","1,500.21"
2/9/2018,"1,523.45","1,499.74","1,500.18"
1/18/2019,"1,499.79","1,474.62","1,499.79"
10/28/2015,"1,503.22","1,482.03","1,499.64"
11/16/2018,"1,505.74","1,489.29","1,499.43"
11/10/2015,"1,517.85","1,488.19","1,499.40"
10/30/2015,"1,508.45","1,496.51","1,499.23"
11/26/2018,"1,498.25","1,480.12","1,498.25"
3/26/2018,"1,519.79","1,493.80","1,496.59"
11/27/2018,"1,505.07","1,490.76","1,496.41"
10/29/2015,"1,505.98","1,484.17","1,495.86"
8/21/2015,"1,530.71","1,495.36","1,495.36"
4/4/2018,"1,511.69","1,482.22","1,494.65"
12/7/2015,"1,504.61","1,489.62","1,494.52"
9/10/2015,"1,505.66","1,487.91","1,494.35"
12/12/2018,"1,494.21","1,465.54","1,494.21"
1/21/2019,"1,501.28","1,487.67","1,493.76"
12/6/2016,"1,492.17","1,479.69","1,492.17"
1/20/2015,"1,498.27","1,480.62","1,491.59"
11/25/2016,"1,491.23","1,478.33","1,491.23"
1/28/2019,"1,505.58","1,489.44","1,491.01"
11/15/2018,"1,510.07","1,482.52","1,489.79"
11/24/2015,"1,515.80","1,486.74","1,488.89"
9/8/2015,"1,499.47","1,480.67","1,488.88"
9/11/2015,"1,499.12","1,484.18","1,488.41"
11/12/2015,"1,512.61","1,487.96","1,488.40"
1/24/2019,"1,489.70","1,478.19","1,488.40"
10/27/2015,"1,504.08","1,485.72","1,487.03"
9/17/2015,"1,488.70","1,480.37","1,486.46"
1/22/2019,"1,496.89","1,480.28","1,486.32"
12/4/2015,"1,501.98","1,475.79","1,485.32"
10/26/2018,"1,504.46","1,473.79","1,485.27"
11/22/2016,"1,490.29","1,478.62","1,485.05"
10/22/2015,"1,485.66","1,434.72","1,484.47"
11/24/2016,"1,487.72","1,479.18","1,484.33"
10/9/2015,"1,490.20","1,473.99","1,483.74"
9/16/2015,"1,490.56","1,477.59","1,483.66"
8/25/2015,"1,487.26","1,440.98","1,483.35"
12/5/2016,"1,490.63","1,462.92","1,483.29"
11/23/2016,"1,488.68","1,476.36","1,482.63"
11/19/2018,"1,509.14","1,481.90","1,482.49"
10/12/2015,"1,504.60","1,472.52","1,481.43"
11/30/2016,"1,484.02","1,466.79","1,481.14"
11/16/2015,"1,485.68","1,458.52","1,479.04"
12/5/2018,"1,502.37","1,478.91","1,478.96"
12/29/2014,"1,479.37","1,470.66","1,478.93"
12/13/2018,"1,497.31","1,476.80","1,478.75"
1/23/2019,"1,486.80","1,473.46","1,478.72"
11/21/2016,"1,482.12","1,466.02","1,478.58"
11/21/2018,"1,478.44","1,456.85","1,478.44"
12/1/2016,"1,482.56","1,473.35","1,477.95"
11/23/2018,"1,477.65","1,465.04","1,477.35"
11/18/2016,"1,478.75","1,467.70","1,476.47"
1/19/2015,"1,479.81","1,466.78","1,476.31"
11/13/2015,"1,485.56","1,469.00","1,476.21"
12/5/2014,"1,474.70","1,455.93","1,474.70"
1/17/2019,"1,476.64","1,458.79","1,473.89"
11/28/2016,"1,491.06","1,469.88","1,472.68"
11/17/2016,"1,472.62","1,454.15","1,472.05"
9/7/2015,"1,479.88","1,466.20","1,471.75"
12/14/2018,"1,481.72","1,458.65","1,471.67"
9/2/2015,"1,486.13","1,464.41","1,471.51"
1/10/2019,"1,472.74","1,454.90","1,470.69"
1/9/2019,"1,475.95","1,458.05","1,470.51"
12/23/2014,"1,472.00","1,460.18","1,470.49"
12/2/2016,"1,477.92","1,461.66","1,470.08"
9/1/2015,"1,489.07","1,460.67","1,469.86"
9/15/2015,"1,475.11","1,450.57","1,469.08"
1/16/2015,"1,470.47","1,447.41","1,468.90"
1/16/2019,"1,472.81","1,455.44","1,468.85"
12/8/2014,"1,472.66","1,466.19","1,467.88"
9/14/2015,"1,491.82","1,462.76","1,467.73"
10/10/2016,"1,467.78","1,449.09","1,467.45"
11/25/2014,"1,467.97","1,455.35","1,467.36"
11/29/2016,"1,479.07","1,462.30","1,467.18"
10/20/2015,"1,471.82","1,449.55","1,466.67"
11/15/2016,"1,467.28","1,445.50","1,466.46"
11/22/2018,"1,478.35","1,465.22","1,466.39"
11/27/2014,"1,467.31","1,458.62","1,465.96"
10/20/2016,"1,467.85","1,449.38","1,465.84"
1/13/2015,"1,468.85","1,449.84","1,465.66"
1/11/2019,"1,478.64","1,460.72","1,465.43"
12/11/2018,"1,473.66","1,436.67","1,465.29"
10/21/2016,"1,472.06","1,458.63","1,464.85"
12/3/2014,"1,466.02","1,452.13","1,464.84"
12/30/2014,"1,476.33","1,463.13","1,464.55"
10/8/2015,"1,464.99","1,447.36","1,464.49"
1/2/2015,"1,472.61","1,460.67","1,463.78"
9/21/2015,"1,467.57","1,443.73","1,462.66"
12/22/2014,"1,465.33","1,453.66","1,461.75"
9/4/2015,"1,486.05","1,459.49","1,461.46"
11/28/2014,"1,466.15","1,453.77","1,461.34"
11/10/2016,"1,479.31","1,453.68","1,460.52"
10/13/2015,"1,483.47","1,452.78","1,460.11"
10/28/2016,"1,461.19","1,443.07","1,459.36"
10/18/2016,"1,459.94","1,441.43","1,458.63"
10/6/2016,"1,461.51","1,452.82","1,458.38"
11/16/2016,"1,473.83","1,454.46","1,458.25"
8/26/2015,"1,490.48","1,444.63","1,458.20"
1/14/2019,"1,462.62","1,454.65","1,458.13"
10/19/2015,"1,466.74","1,452.21","1,458.00"
11/26/2014,"1,474.89","1,455.50","1,457.81"
1/8/2019,"1,464.02","1,440.05","1,457.47"
1/15/2015,"1,458.00","1,421.84","1,457.36"
10/6/2015,"1,464.58","1,441.35","1,457.15"
10/5/2015,"1,456.97","1,429.65","1,456.97"
11/20/2018,"1,480.30","1,447.97","1,456.85"
10/24/2016,"1,473.48","1,454.99","1,456.79"
1/8/2015,"1,458.17","1,428.54","1,456.72"
11/9/2016,"1,458.96","1,391.81","1,456.71"
11/24/2014,"1,456.59","1,445.15","1,456.59"
10/27/2016,"1,459.61","1,445.57","1,456.55"
10/4/2016,"1,456.35","1,442.63","1,456.22"
1/15/2019,"1,471.93","1,451.23","1,455.48"
10/11/2016,"1,468.16","1,454.70","1,455.41"
10/19/2016,"1,462.67","1,448.05","1,455.27"
12/8/2015,"1,494.06","1,450.44","1,454.99"
1/5/2015,"1,467.69","1,453.53","1,454.81"
12/11/2014,"1,459.45","1,445.45","1,454.45"
10/26/2016,"1,458.80","1,440.69","1,454.21"
12/7/2018,"1,468.28","1,438.91","1,454.03"
10/15/2015,"1,453.87","1,441.76","1,453.87"
1/12/2015,"1,460.11","1,444.55","1,453.64"
9/18/2015,"1,478.69","1,446.98","1,453.11"
12/29/2015,"1,452.95","1,435.12","1,452.95"
12/10/2014,"1,462.71","1,450.49","1,452.80"
10/5/2016,"1,455.22","1,445.96","1,452.50"
10/16/2015,"1,469.71","1,444.88","1,452.36"
12/19/2014,"1,456.51","1,435.27","1,452.36"
12/9/2014,"1,466.47","1,447.96","1,452.24"
10/21/2015,"1,463.14","1,443.16","1,452.09"
10/7/2015,"1,471.64","1,452.01","1,452.01"
12/17/2018,"1,471.68","1,450.36","1,451.95"
10/7/2016,"1,458.05","1,444.90","1,451.65"
11/11/2016,"1,470.52","1,449.66","1,451.53"
10/25/2016,"1,461.10","1,449.89","1,451.27"
12/19/2018,"1,455.84","1,444.72","1,450.11"
12/2/2014,"1,463.44","1,447.97","1,450.07"
12/1/2014,"1,456.90","1,447.78","1,450.03"
12/4/2014,"1,471.92","1,447.18","1,447.82"
12/18/2018,"1,457.15","1,443.08","1,447.79"
11/21/2014,"1,447.53","1,424.16","1,447.53"
12/30/2015,"1,455.42","1,442.17","1,446.82"
12/23/2015,"1,446.69","1,415.01","1,446.69"
10/31/2016,"1,458.96","1,444.75","1,446.35"
9/22/2016,"1,448.05","1,423.35","1,446.01"
10/14/2016,"1,447.58","1,430.02","1,446.00"
1/9/2015,"1,460.99","1,439.15","1,444.46"
10/3/2016,"1,450.70","1,437.67","1,443.46"
11/14/2016,"1,469.59","1,438.41","1,443.08"
10/14/2015,"1,455.06","1,441.29","1,442.75"
10/12/2016,"1,459.70","1,442.50","1,442.50"
12/18/2014,"1,441.85","1,419.99","1,441.85"
9/7/2016,"1,443.46","1,435.74","1,441.52"
12/9/2015,"1,460.85","1,428.62","1,440.94"
9/5/2016,"1,443.22","1,437.47","1,440.76"
9/8/2016,"1,443.21","1,430.53","1,440.03"
1/7/2019,"1,446.15","1,433.62","1,439.93"
11/8/2016,"1,441.37","1,427.20","1,439.43"
9/30/2016,"1,439.08","1,407.99","1,439.08"
12/17/2015,"1,461.49","1,429.72","1,438.32"
10/17/2016,"1,447.24","1,436.66","1,438.28"
9/23/2016,"1,446.07","1,432.31","1,437.52"
9/2/2016,"1,437.24","1,418.25","1,437.24"
12/6/2018,"1,477.90","1,436.66","1,436.66"
12/10/2018,"1,453.23","1,435.55","1,435.55"
1/4/2019,"1,437.86","1,395.28","1,435.29"
9/6/2016,"1,444.72","1,434.17","1,435.19"
9/29/2016,"1,442.89","1,425.38","1,434.81"
1/14/2015,"1,459.68","1,434.79","1,434.79"
12/28/2015,"1,451.71","1,432.55","1,434.06"
12/10/2015,"1,444.67","1,427.59","1,433.41"
11/18/2014,"1,432.38","1,419.31","1,432.38"
11/1/2016,"1,457.01","1,431.87","1,431.87"
11/7/2016,"1,434.17","1,407.88","1,431.77"
8/24/2015,"1,471.65","1,405.01","1,428.08"
12/16/2015,"1,439.50","1,418.87","1,428.02"
11/19/2014,"1,432.58","1,426.04","1,428.01"
10/13/2016,"1,442.50","1,422.09","1,426.69"
9/9/2016,"1,440.88","1,424.91","1,426.56"
12/15/2015,"1,427.11","1,389.26","1,426.47"
12/12/2014,"1,450.46","1,425.86","1,425.86"
9/28/2016,"1,436.04","1,422.59","1,425.24"
11/11/2014,"1,425.06","1,418.78","1,424.93"
3/14/2016,"1,431.64","1,415.12","1,424.19"
11/20/2014,"1,430.41","1,418.61","1,423.71"
11/13/2014,"1,423.13","1,412.68","1,422.76"
9/21/2016,"1,434.71","1,420.14","1,422.66"
12/18/2015,"1,435.79","1,415.12","1,422.63"
8/15/2016,"1,424.70","1,413.82","1,421.58"
9/23/2015,"1,432.38","1,416.92","1,421.50"
9/19/2014,"1,424.22","1,418.23","1,421.48"
1/7/2015,"1,441.31","1,421.34","1,421.34"
9/27/2016,"1,428.70","1,403.92","1,421.20"
11/3/2016,"1,429.76","1,413.91","1,421.01"
11/17/2014,"1,421.82","1,408.35","1,419.92"
4/20/2016,"1,419.80","1,404.13","1,419.67"
12/21/2015,"1,443.80","1,419.13","1,419.13"
12/20/2018,"1,446.83","1,419.01","1,419.01"
9/19/2016,"1,421.48","1,407.02","1,419.01"
9/25/2015,"1,421.63","1,401.05","1,418.47"
9/20/2016,"1,424.90","1,415.12","1,418.44"
8/30/2016,"1,423.50","1,411.98","1,418.43"
3/11/2016,"1,419.19","1,392.07","1,418.39"
9/22/2014,"1,423.60","1,412.79","1,418.29"
9/26/2016,"1,436.56","1,415.20","1,418.19"
8/31/2016,"1,429.11","1,416.00","1,418.14"
11/10/2014,"1,417.95","1,406.71","1,417.82"
9/1/2016,"1,430.60","1,416.51","1,417.59"
11/2/2016,"1,431.37","1,416.50","1,417.37"
9/12/2016,"1,426.50","1,400.20","1,417.36"
8/11/2016,"1,416.90","1,401.14","1,416.90"
9/30/2015,"1,423.83","1,407.34","1,416.89"
9/15/2016,"1,417.64","1,401.50","1,416.83"
9/18/2014,"1,416.80","1,406.84","1,416.79"
11/14/2014,"1,424.40","1,411.58","1,415.60"
11/6/2014,"1,422.61","1,406.31","1,415.30"
8/12/2016,"1,419.81","1,410.84","1,414.21"
11/5/2014,"1,414.09","1,406.49","1,414.09"
12/22/2015,"1,428.45","1,410.24","1,413.74"
12/16/2014,"1,414.60","1,386.61","1,413.58"
8/24/2016,"1,419.24","1,396.53","1,412.94"
10/2/2015,"1,429.38","1,396.20","1,412.86"
10/31/2014,"1,414.08","1,404.19","1,412.84"
8/29/2016,"1,411.98","1,400.47","1,411.98"
8/26/2016,"1,414.51","1,397.97","1,411.65"
8/9/2016,"1,411.35","1,382.87","1,411.35"
9/24/2014,"1,411.23","1,399.40","1,411.23"
11/7/2014,"1,422.11","1,404.98","1,410.88"
4/19/2016,"1,413.83","1,383.34","1,410.87"
9/13/2016,"1,427.12","1,410.79","1,410.79"
9/14/2016,"1,418.13","1,407.02","1,409.89"
4/21/2016,"1,422.79","1,402.00","1,409.49"
7/3/2014,"1,409.44","1,390.01","1,409.44"
11/12/2014,"1,426.14","1,408.86","1,408.86"
12/15/2014,"1,438.39","1,408.75","1,408.75"
12/28/2018,"1,416.10","1,387.52","1,408.74"
12/21/2018,"1,418.47","1,397.99","1,408.34"
9/17/2014,"1,409.12","1,399.29","1,407.04"
8/23/2016,"1,408.92","1,392.48","1,406.55"
6/9/2014,"1,406.44","1,400.96","1,406.44"
8/16/2016,"1,419.66","1,405.13","1,406.26"
6/10/2014,"1,406.74","1,401.50","1,406.22"
11/4/2016,"1,420.25","1,404.58","1,406.10"
8/10/2016,"1,410.43","1,403.96","1,405.99"
1/2/2019,"1,410.49","1,378.20","1,405.85"
7/24/2014,"1,407.55","1,397.04","1,405.70"
12/17/2014,"1,409.12","1,397.80","1,405.35"
9/23/2014,"1,417.48","1,405.32","1,405.32"
9/16/2016,"1,415.50","1,404.02","1,405.31"
8/25/2016,"1,411.91","1,401.13","1,405.08"
