date,high,low,close,buy,actual P&L
2007-11-12,1129.57,1103.37,1126.0,0.0,0.0
2007-11-13,1125.85,1104.97,1120.29,0.0,0.0
2007-11-14,1138.93,1107.61,1121.57,1.0,-18.067516827896497
2007-11-15,1125.11,1094.19,1102.59,0.0,0.0
2007-11-16,1103.24,1087.23,1096.69,0.0,0.0
2007-11-19,1106.52,1058.77,1065.74,0.0,0.0
2007-11-20,1093.14,1051.69,1076.95,0.0,0.0
2007-11-21,1073.3,1051.03,1059.08,0.0,0.0
2007-11-22,1071.69,1050.31,1053.64,0.0,0.0
2007-11-23,1063.89,1052.57,1055.93,0.0,0.0
2007-11-26,1084.97,1057.03,1062.65,1.0,2.7000000000000455
2007-11-27,1069.11,1046.48,1058.63,1.0,2.153574348739994
2007-11-28,1095.08,1051.51,1094.36,1.0,39.869655028416446
2007-11-29,1105.09,1089.46,1099.11,1.0,12.350000000000136
2007-11-30,1112.4,1098.14,1106.71,1.0,3.2800000000002
2007-12-03,1112.11,1098.58,1102.39,1.0,-25.49000000000001
2007-12-04,1104.2,1076.3,1081.22,0.0,0.0
2007-12-05,1103.64,1079.93,1101.87,0.0,0.0
2007-12-06,1123.01,1095.06,1105.23,0.0,0.0
2007-12-07,1120.86,1105.84,1119.7,1.0,24.341392135882415
2007-12-10,1136.82,1114.05,1130.9,1.0,11.879999999999882
2007-12-11,1136.59,1120.45,1131.58,1.0,-1.0199999999999818
2007-12-12,1137.09,1111.52,1129.88,1.0,-30.682471626280403
2007-12-13,1129.76,1099.02,1102.12,0.0,0.0
2007-12-14,1110.34,1087.3,1097.69,0.0,0.0
2007-12-17,1096.1,1067.03,1067.85,0.0,0.0
2007-12-18,1079.19,1059.78,1064.62,0.0,0.0
2007-12-19,1072.36,1058.39,1064.47,0.0,0.0
2007-12-20,1074.84,1059.52,1059.99,0.0,0.0
2007-12-21,1081.15,1061.57,1078.93,1.0,21.468527919701273
2007-12-27,1088.08,1073.14,1073.66,1.0,2.509999999999991
2007-12-28,1083.43,1067.82,1081.44,1.0,-15.290000000000191
2008-01-02,1081.69,1056.33,1058.37,0.0,0.0
2008-01-03,1061.99,1038.9,1050.61,0.0,0.0
2008-01-04,1051.63,1012.58,1014.63,0.0,0.0
2008-01-07,1024.52,999.8,1011.49,0.0,0.0
2008-01-08,1035.8,1009.32,1024.42,0.0,0.0
2008-01-09,1023.56,998.67,1003.69,0.0,0.0
2008-01-10,1015.32,982.23,989.7,0.0,0.0
2008-01-11,996.05,980.25,987.94,0.0,0.0
2008-01-14,1011.03,984.47,1008.0,1.0,-14.983851714751495
2008-01-15,1008.24,967.12,972.15,0.0,0.0
2008-01-16,987.11,951.88,965.63,0.0,0.0
2008-01-17,986.8,961.5,966.29,0.0,0.0
2008-01-18,982.56,953.01,957.63,0.0,0.0
2008-01-21,957.24,912.93,917.75,0.0,0.0
2008-01-22,959.3,874.79,955.93,0.0,0.0
2008-01-23,967.66,914.43,921.28,0.0,0.0
2008-01-24,967.63,923.7,958.55,1.0,40.41000000000008
2008-01-25,977.93,956.44,961.69,1.0,-9.469999999999914
2008-01-28,960.22,933.92,949.08,1.0,-4.720000000000027
2008-01-29,959.71,949.09,956.97,0.0,0.0
2008-01-30,957.94,944.73,951.14,0.0,0.0
2008-01-31,952.28,931.16,949.04,0.0,0.0
2008-02-01,983.77,947.21,976.43,1.0,30.662202416049922
2008-02-04,988.3,974.83,976.46,1.0,-30.799999999999955
2008-02-05,979.11,941.24,945.63,0.0,0.0
2008-02-06,951.87,934.27,951.84,0.0,0.0
2008-02-07,951.7,923.16,925.87,0.0,0.0
2008-02-08,933.29,907.5,920.76,0.0,0.0
2008-02-11,920.57,904.23,911.39,0.0,0.0
2008-02-12,946.85,906.87,945.41,1.0,37.65999999999997
2008-02-13,950.64,922.45,949.05,1.0,17.45739354431248
2008-02-14,967.97,946.94,950.84,1.0,-10.259999999999991
2008-02-15,957.51,935.03,938.79,0.0,0.0
2008-02-18,964.45,938.73,962.13,1.0,27.560125218784833
2008-02-19,977.9,953.52,967.42,1.0,-7.600000000000023
2008-02-20,966.63,948.02,954.53,1.0,-7.6299999999999955
2008-02-21,972.41,955.02,959.79,0.0,0.0
2008-02-22,959.12,939.51,944.13,0.0,0.0
2008-02-25,963.58,944.98,961.88,1.0,31.038178112413334
2008-02-26,982.95,962.43,980.1,1.0,24.41999999999996
2008-02-27,986.3,969.53,986.3,1.0,-9.019999999999982
2008-02-28,988.77,970.84,971.08,1.0,-21.00999999999999
2008-02-29,972.58,955.79,965.29,0.0,0.0
2008-03-03,964.26,940.92,954.22,0.0,0.0
2008-03-04,962.38,925.26,931.71,0.0,0.0
2008-03-05,954.44,932.32,950.25,0.0,0.0
2008-03-06,952.19,935.66,938.07,0.0,0.0
2008-03-07,936.36,916.53,925.54,0.0,0.0
2008-03-10,925.51,905.04,914.68,0.0,0.0
2008-03-11,936.8,906.71,929.63,0.0,0.0
2008-03-12,951.9,930.42,947.79,1.0,6.889999999999986
2008-03-13,946.32,919.22,936.52,1.0,-23.569999999999936
2008-03-14,950.3,919.66,924.22,0.0,0.0
2008-03-18,917.51,887.17,914.55,0.0,0.0
2008-03-19,925.79,896.2,905.64,0.0,0.0
2008-03-20,905.7,893.38,894.78,0.0,0.0
2008-03-25,935.16,897.83,932.09,1.0,37.09000000000003
2008-03-26,934.32,923.93,931.87,1.0,16.41046958152947
2008-03-27,954.3,930.54,952.99,1.0,19.840000000000032
2008-03-28,953.61,945.82,951.71,1.0,-0.8600000000000136
2008-03-31,952.87,932.45,952.13,1.0,14.701567803854573
2008-04-01,984.75,946.47,981.23,1.0,37.083402969857616
2008-04-02,998.63,979.77,996.91,1.0,6.269999999999982
2008-04-03,999.51,982.74,987.5,1.0,-17.339999999999918
2008-04-04,987.68,975.73,979.57,0.0,0.0
2008-04-07,995.14,980.18,993.34,0.0,0.0
2008-04-08,992.42,972.64,981.09,0.0,0.0
2008-04-09,984.01,968.81,978.5,0.0,0.0
2008-04-10,975.5,951.37,969.89,0.0,0.0
2008-04-11,975.41,949.34,956.52,0.0,0.0
2008-04-14,955.47,940.89,948.4,0.0,0.0
2008-04-15,956.34,943.07,950.19,0.0,0.0
2008-04-16,978.11,951.36,978.03,1.0,13.599999999999909
2008-04-17,980.68,958.36,963.79,1.0,5.448872805058045
2008-04-18,987.44,964.03,981.44,1.0,5.400000000000091
2008-04-21,989.6,965.13,969.19,0.0,0.0
2008-04-22,973.57,961.78,962.35,0.0,0.0
2008-04-23,976.54,958.35,976.52,0.0,0.0
2008-04-24,980.29,956.12,966.99,0.0,0.0
2008-04-25,1003.56,982.09,998.83,1.0,36.55868009763253
2008-04-28,1011.29,999.9,1005.31,1.0,-8.110000000000014
2008-04-29,1006.46,987.08,990.72,1.0,-19.25
2008-04-30,991.9,983.16,986.06,0.0,0.0
2008-05-02,1012.85,984.34,1008.2,0.0,0.0
2008-05-05,1010.0,999.0,1009.33,1.0,-1.4700000000000273
2008-05-06,1012.6,994.88,1006.73,1.0,12.782508211798017
2008-05-07,1024.07,1006.55,1020.05,1.0,12.93999999999994
2008-05-08,1019.67,1009.63,1019.67,1.0,-20.28492936059172
2008-05-09,1019.42,999.04,1003.51,0.0,0.0
2008-05-12,1008.58,999.91,1008.3,0.0,0.0
2008-05-13,1016.28,999.63,1011.86,0.0,0.0
2008-05-14,1016.6,998.97,1012.86,1.0,6.269999999999982
2008-05-15,1019.35,1001.67,1018.13,1.0,8.953317934916072
2008-05-16,1030.51,1018.74,1023.18,1.0,8.395704970569454
2008-05-19,1036.86,1023.37,1036.86,1.0,-11.559999999999945
2008-05-20,1036.24,1010.75,1011.62,0.0,0.0
2008-05-21,1015.75,1001.7,1004.36,0.0,0.0
2008-05-22,1018.85,992.07,1017.2,0.0,0.0
2008-05-23,1016.96,994.23,994.23,0.0,0.0
2008-05-26,1000.41,993.91,997.56,0.0,0.0
2008-05-27,1003.33,980.66,993.0,0.0,0.0
2008-05-28,1007.88,985.64,1002.83,1.0,8.830000000000041
2008-05-29,1005.54,992.21,1001.83,0.0,0.0
2008-05-30,1010.1,1001.85,1004.9,1.0,-11.309605631584645
2008-06-02,1003.22,989.82,995.59,0.0,0.0
2008-06-03,1000.16,992.75,997.86,0.0,0.0
2008-06-04,997.7,976.29,983.51,0.0,0.0
2008-06-05,992.12,979.14,981.15,0.0,0.0
2008-06-09,978.2,955.16,957.83,0.0,0.0
2008-06-10,957.93,944.27,951.47,0.0,0.0
2008-06-11,958.74,930.3,934.86,0.0,0.0
2008-06-12,948.42,931.68,947.47,0.0,0.0
2008-06-13,949.01,932.54,947.58,0.0,0.0
2008-06-16,954.33,939.87,947.49,1.0,10.868483026954323
2008-06-17,960.7,948.36,956.9,1.0,15.057224101177098
2008-06-18,962.66,938.28,941.62,0.0,0.0
2008-06-19,942.71,931.46,932.82,0.0,0.0
2008-06-23,933.22,913.98,914.4,0.0,0.0
2008-06-24,920.25,887.11,897.72,0.0,0.0
2008-06-25,911.97,897.35,910.64,0.0,0.0
2008-06-26,910.4,877.64,880.56,0.0,0.0
2008-06-27,882.95,855.54,862.65,0.0,0.0
2008-06-30,864.94,841.35,857.65,0.0,0.0
2008-07-01,860.03,832.77,841.07,0.0,0.0
2008-07-02,861.12,841.93,849.5,0.0,0.0
2008-07-03,853.84,824.71,851.58,0.0,0.0
2008-07-04,854.38,836.27,839.92,0.0,0.0
2008-07-07,853.56,838.01,853.14,1.0,-5.13395691900871
2008-07-08,852.27,828.33,836.38,0.0,0.0
2008-07-09,856.36,837.49,851.44,1.0,-2.7999999999999545
2008-07-10,850.33,832.08,833.58,0.0,0.0
2008-07-11,840.62,811.75,813.6,0.0,0.0
2008-07-14,835.74,814.59,826.59,0.0,0.0
2008-07-15,825.48,800.99,814.99,0.0,0.0
2008-07-16,830.1,806.97,826.83,1.0,25.21436532445091
2008-07-17,863.88,828.55,858.4,1.0,37.36437294890209
2008-07-18,883.32,852.42,881.02,1.0,28.220000000000027
2008-07-21,888.55,865.23,886.62,1.0,-17.549999999999955
2008-07-22,882.06,850.96,863.47,0.0,0.0
2008-07-23,887.46,864.51,880.57,0.0,0.0
2008-07-24,884.94,855.61,857.33,0.0,0.0
2008-07-25,864.74,840.8,858.29,0.0,0.0
2008-07-28,859.43,848.63,850.31,0.0,0.0
2008-07-29,854.73,833.67,851.63,0.0,0.0
2008-07-30,870.11,852.37,865.95,1.0,17.52288269965743
2008-07-31,872.08,858.03,867.44,1.0,-11.270000000000095
2008-08-01,866.7,852.34,854.68,1.0,-20.290000000000077
2008-08-04,860.98,845.94,847.15,0.0,0.0
2008-08-05,877.96,847.15,876.59,1.0,38.26658479349885
2008-08-06,889.98,877.33,886.52,1.0,4.759999999999991
2008-08-07,896.4,876.37,881.35,1.0,-1.509999999999991
2008-08-08,885.03,867.18,885.01,1.0,18.909999999999968
2008-08-11,901.46,885.25,900.26,1.0,8.990000000000009
2008-08-12,903.07,890.98,894.0,1.0,-26.045963323229216
2008-08-13,894.24,866.03,868.81,0.0,0.0
2008-08-14,877.97,864.66,874.73,0.0,0.0
2008-08-15,881.94,869.35,873.33,0.0,0.0
2008-08-18,881.56,869.37,875.27,1.0,-15.529580394907612
2008-08-19,873.67,837.94,838.0,0.0,0.0
2008-08-20,846.61,832.86,842.44,0.0,0.0
2008-08-21,846.03,830.18,837.07,0.0,0.0
2008-08-22,865.26,837.81,865.02,1.0,15.129999999999995
2008-08-25,865.64,850.44,852.2,1.0,-4.309999999999945
2008-08-26,861.49,844.38,860.71,1.0,10.729999999999905
2008-08-27,862.95,847.25,862.93,0.0,0.0
2008-08-28,878.92,855.06,876.74,1.0,18.293248289527128
2008-08-29,881.61,868.82,870.86,1.0,-3.330000000000041
2008-09-01,873.41,858.32,873.41,1.0,11.794423485183188
2008-09-02,893.84,864.33,889.36,1.0,7.340000000000032
2008-09-03,888.62,876.11,880.75,1.0,-25.627256674306636
2008-09-04,883.64,850.18,850.53,0.0,0.0
2008-09-05,849.86,823.12,825.01,0.0,0.0
2008-09-08,869.13,828.34,855.95,0.0,0.0
2008-09-09,866.57,842.52,846.6,0.0,0.0
2008-09-10,850.78,835.86,840.33,1.0,-26.702406201874282
2008-09-11,841.62,819.06,827.66,0.0,0.0
2008-09-12,849.58,828.64,847.79,0.0,0.0
2008-09-15,846.06,807.17,822.6,0.0,0.0
2008-09-16,822.6,796.08,808.91,0.0,0.0
2008-09-17,823.16,776.35,779.37,0.0,0.0
2008-09-18,797.34,772.39,781.53,0.0,0.0
2008-09-19,859.17,786.0,851.72,1.0,54.89999999999998
2008-09-22,858.93,835.79,836.43,1.0,-30.610000000000014
2008-09-23,836.18,808.76,821.11,1.0,-19.729999999999905
2008-09-24,824.73,812.83,816.7,0.0,0.0
2008-09-25,837.57,813.45,836.86,0.0,0.0
2008-09-26,835.99,811.27,821.38,0.0,0.0
2008-09-29,821.99,771.91,774.33,0.0,0.0
2008-09-30,785.19,748.78,768.49,0.0,0.0
2008-10-01,783.97,764.38,769.33,0.0,0.0
2008-10-02,786.97,757.67,761.69,0.0,0.0
2008-10-03,784.43,753.29,780.39,1.0,-4.804928335920408
2008-10-06,778.91,718.16,723.91,0.0,0.0
2008-10-07,740.52,704.86,707.21,0.0,0.0
2008-10-08,714.07,653.79,663.69,0.0,0.0
2008-10-09,693.02,655.6,659.07,0.0,0.0
2008-10-10,656.36,601.42,622.98,0.0,0.0
2008-10-13,679.79,626.8,675.85,1.0,63.25999999999999
2008-10-14,722.82,678.56,686.24,1.0,-28.82000000000005
2008-10-15,691.39,643.78,647.03,1.0,-58.690000000000055
2008-10-16,662.27,615.6,627.55,0.0,0.0
2008-10-17,656.91,619.38,632.34,0.0,0.0
2008-10-20,664.81,641.37,661.7,1.0,34.45999999999992
2008-10-21,683.09,662.3,666.8,1.0,-19.50999999999999
2008-10-22,666.09,636.14,642.19,1.0,-35.6099999999999
2008-10-23,646.16,616.91,631.19,0.0,0.0
2008-10-24,628.35,567.34,593.87,0.0,0.0
2008-10-27,594.12,556.77,575.71,0.0,0.0
2008-10-28,594.96,567.87,582.5,0.0,0.0
2008-10-29,619.04,585.09,615.67,1.0,63.67734446617135
2008-10-30,655.34,617.04,646.09,1.0,23.24000000000001
2008-10-31,648.91,634.81,638.91,1.0,21.789999999999964
2008-11-03,667.88,640.39,667.88,1.0,56.373412389400755
2008-11-04,716.55,667.69,713.67,1.0,34.639999999999986
2008-11-05,715.2,692.65,702.52,1.0,-55.64999999999998
2008-11-06,699.31,655.63,658.02,0.0,0.0
2008-11-07,685.45,658.88,679.2,0.0,0.0
2008-11-10,708.3,680.92,684.71,0.0,0.0
2008-11-11,683.73,645.49,649.46,0.0,0.0
2008-11-12,661.94,623.59,630.26,0.0,0.0
2008-11-13,644.13,622.95,634.72,0.0,0.0
2008-11-14,658.22,630.18,635.59,0.0,0.0
2008-11-17,641.51,623.18,631.92,0.0,0.0
2008-11-18,633.58,608.91,627.37,0.0,0.0
2008-11-19,629.96,594.09,594.12,0.0,0.0
2008-11-20,592.7,571.91,587.71,0.0,0.0
2008-11-21,595.78,560.78,567.61,0.0,0.0
2008-11-24,629.7,567.12,626.46,1.0,66.40999999999997
2008-11-25,645.05,614.17,634.02,1.0,2.3999999999999773
2008-11-26,638.88,617.28,628.86,1.0,11.490000000000009
2008-11-27,645.76,628.98,645.51,1.0,12.879999999999995
2008-11-28,648.03,628.59,641.74,0.0,0.0
2008-12-01,642.63,605.2,607.09,0.0,0.0
2008-12-02,636.64,591.24,636.64,0.0,0.0
2008-12-03,645.55,622.71,643.66,0.0,0.0
2008-12-04,664.54,633.59,640.39,1.0,-35.01999999999998
2008-12-05,639.74,603.5,608.64,0.0,0.0
2008-12-08,669.59,611.36,666.65,1.0,71.97190660604826
2008-12-09,692.56,653.29,685.42,1.0,21.680000000000064
2008-12-10,688.63,672.07,688.33,1.0,-8.639999999999986
2008-12-11,687.58,669.43,676.78,1.0,-28.530000000000086
2008-12-12,673.57,646.17,659.8,0.0,0.0
2008-12-15,672.56,650.41,651.18,0.0,0.0
2008-12-16,667.02,649.32,667.0,0.0,0.0
2008-12-17,679.61,654.61,664.34,1.0,5.259999999999991
2008-12-18,677.06,664.72,672.26,1.0,-0.36000000000001364
2008-12-19,672.38,662.89,663.98,0.0,0.0
2008-12-22,664.83,650.62,655.63,0.0,0.0
2008-12-23,661.6,649.92,659.18,0.0,0.0
2008-12-29,665.69,654.28,657.27,0.0,0.0
2008-12-30,666.93,657.52,662.33,1.0,9.334260174209476
2009-01-02,696.1,665.52,693.78,1.0,35.16399284280453
2009-01-05,704.51,690.25,693.76,1.0,7.6299999999999955
2009-01-07,704.7,694.51,701.41,1.0,2.1900000000000546
2009-01-08,700.15,684.42,695.95,0.0,0.0
2009-01-09,695.7,683.08,685.83,0.0,0.0
2009-01-12,684.95,666.01,667.97,0.0,0.0
2009-01-13,667.09,649.01,656.62,0.0,0.0
2009-01-14,662.58,619.01,622.59,0.0,0.0
2009-01-15,634.01,611.39,620.32,0.0,0.0
2009-01-16,636.8,621.2,628.69,0.0,0.0
2009-01-19,638.61,614.1,621.8,0.0,0.0
2009-01-20,627.42,595.0,597.76,0.0,0.0
2009-01-21,620.49,591.54,615.11,0.0,0.0
2009-01-22,628.03,606.19,608.73,0.0,0.0
2009-01-23,610.54,591.31,604.12,1.0,14.519999999999982
2009-01-26,625.2,600.05,623.25,1.0,19.92999999999995
2009-01-27,625.0,610.53,624.05,1.0,9.34197947550183
2009-01-28,643.3,625.05,639.29,1.0,-7.949999999999932
2009-01-29,639.42,614.25,616.1,0.0,0.0
2009-01-30,627.61,613.16,617.38,0.0,0.0
2009-02-02,617.5,595.62,602.08,0.0,0.0
2009-02-03,623.64,597.7,622.74,1.0,44.30156044907312
2009-02-04,649.28,620.67,644.71,1.0,20.460000000000036
2009-02-05,644.0,627.68,643.2,1.0,17.409092403696036
2009-02-06,673.65,642.45,670.54,1.0,44.883282709375635
2009-02-09,690.51,663.79,688.42,1.0,5.940000000000055
2009-02-10,687.13,672.78,676.48,1.0,-12.069999999999936
2009-02-11,684.23,665.34,676.35,1.0,-3.6200000000000045
2009-02-12,676.06,657.99,672.86,0.0,0.0
2009-02-13,685.48,673.36,677.7,0.0,0.0
2009-02-16,686.66,671.87,681.61,1.0,-6.990834602870109
2009-02-17,680.73,645.36,647.84,0.0,0.0
2009-02-18,655.74,636.07,653.24,0.0,0.0
2009-02-19,663.79,646.11,662.45,0.0,0.0
2009-02-20,661.19,635.93,636.14,0.0,0.0
2009-02-23,646.82,617.8,619.13,0.0,0.0
2009-02-24,629.11,608.57,617.95,0.0,0.0
2009-02-25,633.7,615.88,617.4,0.0,0.0
2009-02-26,646.4,618.53,643.94,1.0,22.99000000000001
2009-02-27,643.06,629.7,640.39,1.0,-24.670000000000073
2009-03-02,638.63,615.37,619.27,0.0,0.0
2009-03-03,623.51,602.66,604.31,0.0,0.0
2009-03-04,630.23,604.68,630.23,0.0,0.0
2009-03-05,629.98,605.4,608.98,0.0,0.0
2009-03-06,617.34,602.68,607.45,1.0,6.569999999999936
2009-03-09,615.77,593.28,615.55,0.0,0.0
2009-03-10,651.39,609.17,650.61,1.0,43.173368357330105
2009-03-11,671.13,642.64,666.58,1.0,17.039999999999964
2009-03-12,669.81,649.31,667.65,1.0,-7.2700000000000955
2009-03-13,685.33,652.58,659.31,1.0,8.240000000000009
2009-03-16,675.89,660.16,675.89,0.0,0.0
2009-03-17,675.47,661.76,664.05,0.0,0.0
2009-03-18,675.57,655.66,662.76,1.0,14.51401013301927
2009-03-19,689.96,658.99,679.58,1.0,-1.169999999999959
2009-03-20,675.07,657.18,661.59,0.0,0.0
2009-03-23,670.5,652.43,667.98,1.0,-9.06021947730585
2009-03-24,678.4,652.19,654.12,0.0,0.0
2009-03-25,672.04,646.16,665.76,1.0,12.909999999999968
2009-03-26,667.03,655.83,667.03,0.0,0.0
2009-03-27,668.93,653.18,655.59,0.0,0.0
2009-03-30,654.0,629.69,633.09,0.0,0.0
2009-03-31,653.45,633.82,653.04,0.0,0.0
2009-04-01,679.73,641.02,679.51,1.0,39.17402077426539
2009-04-02,716.58,678.58,713.8,1.0,31.649999999999977
2009-04-03,726.98,700.82,711.16,1.0,-4.2299999999999045
2009-04-06,727.87,704.12,709.57,1.0,-8.980000000000018
2009-04-07,714.03,695.7,702.18,0.0,0.0
2009-04-08,709.16,689.78,707.32,0.0,0.0
2009-04-09,718.13,707.68,717.66,1.0,13.55625119212118
2009-04-14,751.74,717.17,744.16,1.0,11.970000000000027
2009-04-15,743.19,725.98,729.63,1.0,1.3899999999999864
2009-04-16,748.61,726.82,745.55,1.0,32.4401819545709
2009-04-17,771.44,747.01,767.75,1.0,-14.449999999999932
2009-04-20,770.99,727.71,731.1,0.0,0.0
2009-04-21,744.13,715.27,741.44,0.0,0.0
2009-04-22,770.45,739.56,768.11,0.0,0.0
2009-04-23,774.95,751.55,772.79,1.0,11.049999999999955
2009-04-24,781.84,756.65,779.16,1.0,9.860000000000014
2009-04-27,784.42,762.88,782.65,1.0,-27.879999999999995
2009-04-28,781.92,745.35,751.28,0.0,0.0
2009-04-29,771.02,751.4,768.8,0.0,0.0
2009-04-30,779.4,763.89,763.89,0.0,0.0
2009-05-04,781.09,760.84,779.5,1.0,19.139999999999986
2009-05-05,785.11,771.0,783.03,1.0,15.23209389727208
2009-05-06,801.33,779.39,799.42,1.0,23.570973819226083
2009-05-07,816.35,788.95,792.47,1.0,11.34456593017569
2009-05-08,813.53,792.1,802.03,1.0,-9.080000000000041
2009-05-11,804.18,774.68,783.39,0.0,0.0
2009-05-12,794.52,769.34,769.34,0.0,0.0
2009-05-13,775.78,744.08,748.1,0.0,0.0
2009-05-14,758.46,734.12,757.66,0.0,0.0
2009-05-15,766.42,749.88,764.77,0.0,0.0
2009-05-18,780.72,751.05,779.89,1.0,23.15270462042713
2009-05-19,799.08,780.13,789.19,1.0,3.830000000000041
2009-05-20,789.48,778.71,783.72,1.0,-19.790000000000077
2009-05-22,781.89,758.82,769.4,0.0,0.0
2009-05-25,774.33,758.19,770.24,0.0,0.0
2009-05-26,775.74,752.81,773.7,0.0,0.0
2009-05-27,782.1,769.17,773.68,1.0,-10.94756404921236
2009-05-28,773.45,762.61,771.82,0.0,0.0
2009-05-29,783.71,771.54,776.5,0.0,0.0
2009-06-01,802.92,777.34,801.57,1.0,18.75
2009-06-02,801.08,788.06,795.25,1.0,-30.960000000000036
2009-06-03,797.27,765.12,770.61,0.0,0.0
2009-06-04,777.78,761.03,768.57,0.0,0.0
2009-06-05,782.59,769.54,770.48,0.0,0.0
2009-06-08,771.77,755.53,770.32,0.0,0.0
2009-06-09,774.18,760.43,769.67,0.0,0.0
2009-06-10,793.22,769.55,787.11,1.0,19.15083705256609
2009-06-11,808.43,786.06,805.85,1.0,12.539999999999964
2009-06-12,810.03,797.58,799.65,1.0,-21.360000000000014
2009-06-15,799.89,782.92,784.49,0.0,0.0
2009-06-16,795.96,779.02,789.22,0.0,0.0
2009-06-17,788.73,768.2,773.99,0.0,0.0
2009-06-18,780.4,767.83,778.09,0.0,0.0
2009-06-22,780.41,752.3,754.52,0.0,0.0
2009-06-23,761.82,749.07,753.94,0.0,0.0
2009-06-24,783.48,754.54,783.48,1.0,25.17999999999995
2009-06-25,784.64,769.52,779.12,1.0,3.340000000000032
2009-06-26,792.07,779.36,786.82,1.0,24.595264459529744
2009-06-29,806.44,784.96,804.33,1.0,8.979999999999905
2009-06-30,805.64,793.05,795.8,1.0,5.827113374490182
2009-07-01,814.73,795.8,813.7,1.0,-3.349999999999909
2009-07-02,812.98,791.03,792.45,0.0,0.0
2009-07-03,796.91,788.15,790.45,0.0,0.0
2009-07-06,790.45,774.82,783.34,0.0,0.0
2009-07-07,793.4,782.15,784.56,0.0,0.0
2009-07-08,786.07,777.0,777.48,0.0,0.0
2009-07-09,787.84,774.74,777.98,0.0,0.0
2009-07-10,779.28,770.24,774.12,,
2009-07-13,789.76,766.71,785.99,1.0,15.989427988515445
2009-07-14,795.86,786.59,794.3,1.0,12.290192688655111
2009-07-15,820.93,794.35,820.93,1.0,29.030000000000086
2009-07-16,827.77,819.88,823.33,1.0,22.169245531408706
2009-07-17,844.13,824.06,842.15,1.0,18.819999999999936
2009-07-19,844.13,824.06,842.15,1.0,1.330000000000041
2009-07-20,852.31,838.26,843.48,1.0,10.110000000000014
2009-07-21,854.26,842.86,852.26,1.0,9.419999999999959
2009-07-22,853.38,841.71,852.9,1.0,5.3309214301938255
2009-07-23,874.48,848.57,871.89,1.0,18.08000000000004
2009-07-24,874.42,859.88,870.98,1.0,-0.9099999999999682
