date,high,low,close,buy,actual P&L
2009-07-25,874.42,859.88,870.98,1.0,-16.360000000000014
2009-07-27,877.4,849.93,854.62,0.0,0.0
2009-07-28,862.88,849.18,852.51,0.0,0.0
2009-07-29,859.51,851.4,858.05,0.0,0.0
2009-07-30,880.29,857.46,879.2,1.0,24.0
2009-07-31,884.12,871.08,882.05,1.0,14.440550252099229
2009-08-03,896.81,877.5,895.14,1.0,-2.599999999999909
2009-08-04,894.54,876.86,879.45,0.0,0.0
2009-08-05,888.57,871.88,874.46,0.0,0.0
2009-08-06,884.51,869.27,873.88,0.0,0.0
2009-08-07,893.96,864.08,892.19,1.0,9.259999999999991
2009-08-10,892.19,880.5,883.14,1.0,-26.564577265821754
2009-08-11,890.8,861.74,864.03,0.0,0.0
2009-08-12,877.41,859.27,876.71,0.0,0.0
2009-08-13,898.16,876.95,888.87,1.0,0.029999999999972715
2009-08-14,894.29,871.08,876.74,1.0,-29.49056041918095
2009-08-17,876.74,853.26,858.15,0.0,0.0
2009-08-18,876.58,858.63,873.1,0.0,0.0
2009-08-19,872.74,857.37,869.23,0.0,0.0
2009-08-20,889.07,869.72,886.46,1.0,24.2317356925829
2009-08-21,917.18,884.08,913.84,1.0,36.44855454354399
2009-08-24,925.03,912.4,921.63,1.0,2.2199999999999136
2009-08-25,921.03,908.97,916.06,1.0,-18.840000000000032
2009-08-26,921.41,901.6,902.79,0.0,0.0
2009-08-27,909.18,894.9,901.95,0.0,0.0
2009-08-28,923.28,902.31,919.91,1.0,2.8899999999999864
2009-08-31,919.67,901.72,904.84,0.0,0.0
2009-09-01,911.18,884.76,888.5,0.0,0.0
2009-09-02,889.3,867.88,873.35,0.0,0.0
2009-09-03,888.19,871.84,879.28,0.0,0.0
2009-09-04,893.48,879.16,891.39,0.0,0.0
2009-09-07,903.75,892.35,903.62,1.0,14.289999999999964
2009-09-08,908.86,900.67,905.68,1.0,15.736077652178778
2009-09-09,921.75,901.0,921.48,1.0,10.850000000000023
2009-09-10,926.68,909.54,916.53,1.0,-3.2899999999999636
2009-09-11,921.15,913.4,918.19,1.0,-2.2200000000000273
2009-09-14,917.22,901.16,914.31,0.0,0.0
2009-09-15,919.99,909.27,913.07,0.0,0.0
2009-09-16,925.27,913.55,918.44,0.0,0.0
2009-09-17,929.59,918.95,923.82,1.0,1.7899999999999636
2009-09-18,923.47,909.23,920.23,1.0,-10.770000000000095
2009-09-21,920.26,910.5,913.05,0.0,0.0
2009-09-22,923.73,912.93,922.24,0.0,0.0
2009-09-23,928.94,920.15,922.99,0.0,0.0
2009-09-24,922.75,900.07,901.87,0.0,0.0
2009-09-25,907.64,895.76,899.87,0.0,0.0
2009-09-28,917.23,889.37,913.55,0.0,0.0
2009-09-29,917.64,902.22,902.82,0.0,0.0
2009-09-30,912.33,892.54,896.76,0.0,0.0
2009-10-01,902.51,877.01,878.33,0.0,0.0
2009-10-02,877.61,859.88,867.84,0.0,0.0
2009-10-05,881.83,865.69,876.43,0.0,0.0
2009-10-06,894.68,876.66,891.88,1.0,9.0
2009-10-07,895.57,882.78,885.43,1.0,3.4700000000000273
2009-10-08,897.16,886.03,895.35,1.0,14.270000000000095
2009-10-09,903.97,892.93,899.7,1.0,12.6009623755657
2009-10-12,915.04,899.64,910.79,1.0,3.3299999999999272
2009-10-13,912.93,900.59,903.03,1.0,6.86107234828944
2009-10-14,929.54,903.2,928.59,1.0,30.616450481678044
2009-10-15,935.98,926.13,927.05,1.0,-0.8300000000000409
2009-10-16,938.63,927.12,927.76,1.0,15.951748619051841
2009-10-19,945.51,927.4,941.67,1.0,14.909999999999968
2009-10-20,950.89,938.18,942.67,1.0,-1.4499999999999318
2009-10-21,946.09,926.31,940.22,1.0,-15.199999999999932
2009-10-22,933.62,920.33,927.47,0.0,0.0
2009-10-23,942.87,930.23,932.29,0.0,0.0
2009-10-26,940.12,915.79,918.24,0.0,0.0
2009-10-27,934.4,918.22,929.54,0.0,0.0
2009-10-28,936.41,916.15,924.27,0.0,0.0
2009-10-29,939.87,915.65,939.82,1.0,20.877559444847293
2009-10-30,949.49,938.99,944.67,1.0,-7.760000000000105
2009-11-02,942.34,923.58,932.06,1.0,-26.908226239950864
2009-11-03,931.17,916.79,919.27,0.0,0.0
2009-11-04,938.39,919.33,937.42,0.0,0.0
2009-11-05,950.26,926.82,944.22,1.0,4.060000000000059
2009-11-06,950.18,934.24,941.48,1.0,10.389817443330685
2009-11-09,961.11,941.54,960.46,1.0,16.5
2009-11-10,961.72,953.57,957.98,1.0,4.089999999999918
2009-11-11,968.14,958.46,964.55,1.0,16.274580611741158
2009-11-12,976.86,963.32,970.36,1.0,2.8900000000001
2009-11-13,971.53,962.36,967.44,1.0,3.8594551630455953
2009-11-16,975.52,967.34,975.01,1.0,-2.9200000000000728
2009-11-17,974.65,963.76,964.52,0.0,0.0
2009-11-18,972.35,964.7,965.88,0.0,0.0
2009-11-19,965.92,949.21,951.44,0.0,0.0
2009-11-20,959.25,947.39,951.57,0.0,0.0
2009-11-23,976.6,951.69,975.47,1.0,13.969999999999914
2009-11-24,976.16,965.54,965.54,1.0,-4.050000000000068
2009-11-25,974.48,963.18,971.42,1.0,-24.74748564167328
2009-11-26,970.64,939.01,939.68,0.0,0.0
2009-11-27,953.57,926.63,952.53,0.0,0.0
2009-11-30,957.98,936.19,936.19,0.0,0.0
2009-12-01,954.97,937.39,953.88,1.0,20.909999999999968
2009-12-02,957.89,945.69,957.1,0.0,0.0
2009-12-03,965.82,954.64,954.64,1.0,10.511472758006335
2009-12-04,973.58,949.14,966.97,1.0,11.5
2009-12-07,971.85,959.84,966.14,1.0,5.446908412502921
2009-12-08,973.27,948.55,953.48,0.0,0.0
2009-12-09,956.05,941.22,944.95,0.0,0.0
2009-12-10,952.53,943.74,947.33,0.0,0.0
2009-12-11,956.85,947.81,949.84,0.0,0.0
2009-12-14,960.58,950.49,956.25,1.0,-0.7699999999999818
2009-12-15,957.82,942.62,949.07,0.0,0.0
2009-12-16,960.18,949.37,959.6,1.0,-2.490000000000009
2009-12-17,959.18,946.48,946.58,0.0,0.0
2009-12-18,950.19,935.81,936.03,0.0,0.0
2009-12-21,949.76,935.91,948.38,0.0,0.0
2009-12-22,963.22,948.56,961.88,1.0,13.159999999999968
2009-12-23,967.01,960.28,961.54,1.0,3.169999999999959
2009-12-28,969.42,961.37,965.05,1.0,4.259999999999991
2009-12-29,969.17,963.89,965.8,0.0,0.0
2009-12-30,968.24,951.54,951.72,0.0,0.0
2010-01-04,964.73,951.72,963.56,0.0,0.0
2010-01-05,968.68,961.46,967.27,0.0,0.0
2010-01-07,970.26,962.27,965.82,1.0,6.170000000000073
2010-01-08,974.9,965.7,973.44,1.0,14.462291454554475
2010-01-11,985.69,973.15,978.18,1.0,-3.8900000000001
2010-01-12,981.08,967.49,969.55,1.0,-3.2199999999999136
2010-01-13,974.96,964.35,974.96,0.0,0.0
2010-01-14,984.65,975.61,981.5,0.0,0.0
2010-01-15,986.0,968.5,970.65,0.0,0.0
2010-01-18,975.83,968.76,974.05,0.0,0.0
2010-01-19,977.83,960.65,976.0,0.0,0.0
2010-01-20,976.79,957.16,957.53,0.0,0.0
2010-01-21,968.06,951.49,954.02,0.0,0.0
2010-01-22,957.57,943.61,951.06,0.0,0.0
2010-01-25,956.18,940.21,947.56,0.0,0.0
2010-01-26,945.84,935.66,942.94,0.0,0.0
2010-01-27,954.02,934.66,946.7,,
2010-01-28,965.09,935.46,937.22,0.0,0.0
2010-01-29,957.1,937.93,953.71,1.0,20.576469177403965
2010-02-01,967.77,947.45,967.77,1.0,18.089999999999918
2010-02-02,972.75,963.73,971.8,1.0,2.230000000000018
2010-02-03,974.95,966.08,970.0,1.0,-23.17999999999995
2010-02-04,975.25,948.21,948.62,0.0,0.0
2010-02-05,951.48,934.38,935.89,0.0,0.0
2010-02-08,940.43,920.29,938.42,0.0,0.0
2010-02-09,951.89,934.84,944.8,0.0,0.0
2010-02-10,950.59,931.39,937.05,0.0,0.0
2010-02-11,949.9,935.27,943.66,,
2010-02-12,951.96,924.93,931.35,0.0,0.0
2010-02-15,935.4,919.39,923.37,0.0,0.0
2010-02-16,934.31,922.75,934.31,0.0,0.0
2010-02-17,945.27,938.56,943.69,1.0,12.660000000000082
2010-02-18,947.25,940.87,946.97,1.0,11.312450687030264
2010-02-19,957.45,938.66,957.27,1.0,7.1299999999999955
2010-02-22,959.11,951.48,954.1,1.0,-15.220000000000027
2010-02-23,958.6,941.26,942.05,0.0,0.0
2010-02-24,946.03,936.25,944.31,0.0,0.0
2010-02-25,950.72,935.88,940.51,0.0,0.0
2010-02-26,948.92,939.29,947.39,1.0,15.913877975411424
2010-03-01,967.47,953.54,966.38,1.0,21.791106184078558
2010-03-02,972.99,961.57,971.67,1.0,14.81000000000006
2010-03-03,981.57,970.15,981.19,1.0,12.660000000000082
2010-03-04,986.42,974.99,984.33,1.0,18.28486324794494
2010-03-05,999.65,983.41,998.07,1.0,20.514224831685738
2010-03-08,1005.74,998.52,1003.39,1.0,2.42999999999995
2010-03-09,1005.97,994.93,1000.5,1.0,9.649999999999977
2010-03-10,1013.28,996.43,1013.04,1.0,8.42999999999995
2010-03-11,1013.2,1005.48,1008.93,0.0,0.0
2010-03-12,1022.48,1009.1,1018.15,1.0,4.580000000000041
2010-03-15,1019.35,1012.64,1013.51,0.0,0.0
2010-03-16,1021.75,1011.83,1020.05,1.0,10.056805172662052
2010-03-17,1028.53,1023.03,1025.58,1.0,-1.8599999999999
2010-03-18,1023.98,1016.49,1018.19,1.0,-5.319999999999936
2010-03-19,1027.73,1017.14,1020.26,0.0,0.0
2010-03-22,1027.37,1011.83,1021.42,0.0,0.0
2010-03-23,1030.17,1021.9,1030.13,1.0,11.212623350613626
2010-03-24,1033.13,1017.52,1027.08,1.0,3.2738986777719674
2010-03-25,1036.3,1024.92,1033.34,1.0,0.3400000000001455
2010-03-26,1029.73,1022.38,1027.42,0.0,0.0
2010-03-29,1034.15,1024.3,1026.7,0.0,0.0
2010-03-30,1031.52,1022.05,1022.79,0.0,0.0
2010-03-31,1024.68,1016.26,1021.08,0.0,0.0
2010-04-01,1037.04,1025.69,1036.93,1.0,18.218240536768576
2010-04-06,1046.25,1036.95,1046.0,1.0,5.849999999999909
2010-04-07,1046.58,1040.93,1042.78,1.0,-9.269999999999982
2010-04-08,1040.2,1028.47,1036.73,0.0,0.0
2010-04-09,1044.68,1040.83,1044.58,0.0,0.0
2010-04-12,1049.54,1044.96,1048.27,1.0,1.9200000000000728
2010-04-13,1048.1,1037.56,1046.5,1.0,3.490000000000009
2010-04-14,1052.28,1043.33,1051.76,1.0,6.75
2010-04-15,1053.61,1044.0,1053.25,1.0,4.317378546423697
2010-04-16,1063.61,1046.37,1050.24,1.0,-8.627497932480537
2010-04-19,1049.13,1036.44,1043.04,0.0,0.0
2010-04-20,1057.72,1047.47,1055.34,0.0,0.0
2010-04-21,1058.18,1042.23,1042.48,0.0,0.0
2010-04-22,1049.64,1028.81,1038.34,0.0,0.0
2010-04-23,1068.29,1039.25,1066.82,1.0,34.299176978149944
2010-04-26,1077.47,1067.82,1067.9,1.0,-24.0
2010-04-27,1070.74,1042.82,1042.82,1.0,-25.0300000000002
2010-04-28,1059.9,1032.79,1042.87,0.0,0.0
2010-04-29,1061.77,1042.06,1061.77,0.0,0.0
2010-04-30,1061.84,1049.82,1053.88,1.0,-2.3299999999999272
2010-05-03,1059.58,1044.61,1059.44,1.0,-19.664137123147157
2010-05-04,1062.88,1027.5,1027.5,0.0,0.0
2010-05-05,1030.77,1000.41,1000.7,0.0,0.0
2010-05-06,1010.45,973.2,977.25,0.0,0.0
2010-05-07,973.61,929.02,944.57,0.0,0.0
2010-05-10,1005.34,974.44,1005.34,0.0,0.0
2010-05-11,999.23,983.58,993.04,1.0,4.909999999999968
2010-05-12,1011.11,984.29,1010.25,1.0,-8.129999999999995
2010-05-14,1013.57,983.74,984.91,0.0,0.0
2010-05-17,1000.9,974.17,991.58,0.0,0.0
2010-05-18,1003.88,994.5,1000.41,0.0,0.0
2010-05-19,991.29,967.16,969.06,0.0,0.0
2010-05-20,981.6,933.16,947.93,0.0,0.0
2010-05-21,958.48,934.02,953.77,0.0,0.0
2010-05-24,963.88,939.69,953.54,0.0,0.0
2010-05-25,938.9,923.13,931.48,0.0,0.0
2010-05-26,961.35,942.82,957.05,0.0,0.0
2010-05-27,979.06,959.18,978.55,1.0,31.228082035795865
2010-05-28,988.92,975.39,979.12,1.0,2.080000000000041
2010-05-31,985.32,977.82,980.63,1.0,2.1299999999999955
2010-06-01,985.63,961.16,981.25,0.0,0.0
2010-06-02,991.22,970.06,989.77,1.0,9.719861848160463
2010-06-03,1013.02,1000.93,1005.93,1.0,19.95690688768093
2010-06-04,1014.94,985.88,988.46,1.0,-28.299999999999955
2010-06-07,990.29,970.44,977.63,0.0,0.0
2010-06-08,984.26,963.55,972.0,0.0,0.0
2010-06-09,996.99,972.22,996.84,1.0,43.798637146016745
2010-06-10,1018.58,989.06,1017.74,1.0,19.449999999999932
2010-06-11,1022.39,1006.26,1016.29,1.0,14.8599999999999
2010-06-14,1033.01,1022.93,1032.6,1.0,29.0
2010-06-15,1045.81,1026.14,1045.29,1.0,13.13000000000011
2010-06-16,1051.33,1032.62,1045.73,1.0,1.2200000000000273
2010-06-17,1053.1,1038.61,1046.51,1.0,8.849999999999909
2010-06-18,1056.65,1047.47,1054.58,1.0,14.193239798863942
2010-06-21,1069.72,1055.59,1060.51,1.0,9.459203291007952
2010-06-22,1065.93,1049.4,1059.38,1.0,-12.839999999999918
2010-06-23,1064.51,1044.68,1047.67,0.0,0.0
2010-06-24,1053.49,1019.87,1021.43,0.0,0.0
2010-06-28,1028.41,1012.28,1025.89,0.0,0.0
2010-06-29,1016.74,989.8,993.92,0.0,0.0
2010-06-30,1009.33,991.11,1005.93,0.0,0.0
2010-07-01,1005.48,975.49,981.54,0.0,0.0
2010-07-02,995.59,980.98,983.3,0.0,0.0
2010-07-05,991.4,979.11,980.94,0.0,0.0
2010-07-06,1011.92,984.9,1009.41,1.0,39.64466501331458
2010-07-07,1022.65,992.24,1020.43,1.0,3.75
2010-07-08,1029.28,1007.07,1013.16,1.0,7.689999999999941
2010-07-09,1029.35,1016.26,1028.12,1.0,17.020000000000095
2010-07-12,1034.31,1020.28,1030.18,0.0,0.0
2010-07-13,1061.1,1028.98,1061.1,1.0,37.080777854349435
2010-07-14,1067.5,1055.16,1063.74,1.0,-5.579999999999927
2010-07-15,1067.55,1048.87,1055.52,1.0,-29.049999999999955
2010-07-16,1062.31,1032.97,1034.69,0.0,0.0
2010-07-19,1044.92,1024.66,1032.73,0.0,0.0
2010-07-20,1040.23,1016.54,1027.36,0.0,0.0
2010-07-21,1053.45,1034.51,1040.84,1.0,32.471117367580064
2010-07-22,1067.08,1035.95,1065.37,1.0,16.930000000000064
2010-07-23,1067.29,1050.11,1057.77,1.0,-5.929999999999836
2010-07-26,1066.85,1050.85,1059.44,1.0,1.5199999999999818
2010-07-27,1068.7,1056.6,1059.29,0.0,0.0
2010-07-28,1066.99,1048.85,1050.84,0.0,0.0
2010-07-29,1060.17,1047.38,1049.02,0.0,0.0
2010-07-30,1055.28,1037.72,1047.26,0.0,0.0
2010-08-02,1076.02,1051.59,1074.61,1.0,25.910000000000082
2010-08-03,1074.69,1067.73,1073.17,1.0,-3.3299999999999272
2010-08-04,1075.45,1063.61,1071.28,1.0,1.2300000000000182
2010-08-05,1083.9,1069.14,1074.4,0.0,0.0
2010-08-06,1082.51,1062.22,1065.22,0.0,0.0
2010-08-09,1077.78,1066.87,1073.53,0.0,0.0
2010-08-10,1071.66,1059.78,1063.32,0.0,0.0
2010-08-11,1060.34,1034.64,1036.28,0.0,0.0
2010-08-12,1042.84,1022.48,1031.23,0.0,0.0
2010-08-13,1040.68,1021.94,1036.45,0.0,0.0
2010-08-16,1046.69,1033.25,1046.09,1.0,20.690000000000055
2010-08-17,1057.46,1045.7,1057.14,1.0,11.110000000000127
2010-08-18,1060.28,1050.84,1057.2,1.0,-16.720000000000027
2010-08-19,1061.63,1039.9,1040.42,0.0,0.0
2010-08-20,1044.26,1018.35,1020.63,0.0,0.0
2010-08-23,1029.93,1014.26,1021.78,0.0,0.0
2010-08-24,1016.06,994.63,1005.34,0.0,0.0
2010-08-25,1011.84,982.52,995.68,0.0,0.0
2010-08-26,1009.56,1000.26,1006.16,0.0,0.0
2010-08-27,1018.97,998.75,1018.89,1.0,2.3600000000000136
2010-08-30,1025.84,1000.87,1008.52,1.0,-7.189999999999941
2010-08-31,1011.7,993.46,1011.7,1.0,16.627004452368965
2010-09-01,1050.65,1009.74,1049.26,1.0,31.389999999999873
2010-09-02,1048.34,1039.82,1043.09,1.0,-1.2699999999999818
2010-09-03,1057.71,1041.69,1047.99,1.0,9.440000000000055
2010-09-06,1054.06,1048.17,1052.53,0.0,0.0
2010-09-07,1050.78,1042.43,1048.65,,
2010-09-08,1060.15,1040.07,1059.6,1.0,14.029708153729416
2010-09-09,1068.35,1054.55,1067.04,1.0,11.734627492072832
2010-09-10,1072.34,1062.38,1068.89,1.0,9.943209709011853
2010-09-13,1081.87,1071.18,1080.72,1.0,13.599999999999909
2010-09-14,1084.61,1074.48,1082.49,1.0,-0.5
2010-09-15,1086.99,1074.32,1080.22,1.0,-4.2999999999999545
2010-09-16,1084.17,1074.57,1078.19,0.0,0.0
2010-09-17,1089.68,1076.87,1081.98,0.0,0.0
2010-09-20,1092.49,1080.05,1092.49,1.0,12.148307757486918
2010-09-21,1099.87,1091.1,1093.41,1.0,-7.380000000000109
2010-09-22,1097.11,1078.69,1085.11,1.0,-20.39134920463448
2010-09-23,1090.66,1066.86,1074.07,0.0,0.0
2010-09-24,1095.73,1071.17,1095.59,0.0,0.0
2010-09-27,1099.32,1085.91,1086.24,0.0,0.0
2010-09-28,1094.67,1077.93,1090.77,1.0,-1.150000000000091
2010-09-29,1092.74,1079.23,1085.09,0.0,0.0
2010-09-30,1100.73,1079.88,1087.71,0.0,0.0
2010-10-01,1092.14,1077.83,1082.37,0.0,0.0
2010-10-04,1083.93,1068.0,1068.74,0.0,0.0
2010-10-05,1093.87,1061.98,1089.31,0.0,0.0
2010-10-06,1096.88,1087.09,1089.08,1.0,-3.5299999999999727
2010-10-07,1091.95,1081.36,1085.78,1.0,-3.5699999999999363
2010-10-08,1087.4,1078.35,1085.51,0.0,0.0
2010-10-11,1094.12,1085.94,1092.34,0.0,0.0
2010-10-12,1091.07,1077.14,1089.89,1.0,1.9549978352554263
2010-10-13,1108.52,1091.34,1104.08,1.0,16.80071521046966
2010-10-14,1109.31,1096.2,1098.43,1.0,-9.559999999999945
2010-10-15,1101.51,1089.81,1094.52,1.0,-1.1300000000001091
2010-10-18,1100.27,1087.15,1097.3,0.0,0.0
2010-10-19,1110.17,1095.12,1095.46,0.0,0.0
2010-10-20,1098.9,1089.82,1098.88,1.0,5.220669264916978
2010-10-21,1118.35,1096.94,1116.63,1.0,19.9587680363029
2010-10-22,1119.19,1109.95,1109.96,1.0,-6.25
2010-10-25,1117.65,1107.61,1110.38,1.0,-3.480000000000018
2010-10-26,1110.44,1100.61,1106.48,0.0,0.0
2010-10-27,1112.41,1102.09,1103.86,0.0,0.0
2010-10-28,1106.11,1088.83,1091.65,0.0,0.0
2010-10-29,1090.37,1079.6,1089.32,0.0,0.0
2010-11-01,1095.55,1083.59,1091.69,0.0,0.0
2010-11-02,1097.97,1088.44,1096.59,1.0,-2.2200000000000273
2010-11-03,1102.7,1087.92,1089.47,0.0,0.0
2010-11-04,1114.97,1098.63,1109.37,1.0,9.220000000000027
2010-11-05,1111.64,1094.01,1098.69,0.0,0.0
2010-11-08,1107.8,1099.35,1105.31,1.0,16.69287452349954
2010-11-09,1116.1,1102.7,1113.42,1.0,1.0299999999999727
2010-11-10,1112.42,1101.73,1106.34,1.0,-10.300000000000182
2010-11-11,1109.74,1097.66,1103.12,0.0,0.0
2010-11-12,1100.09,1086.03,1094.55,0.0,0.0
2010-11-15,1104.73,1088.87,1104.04,0.0,0.0
2010-11-16,1097.98,1079.67,1083.92,0.0,0.0
2010-11-17,1089.34,1078.27,1086.53,0.0,0.0
2010-11-18,1106.81,1090.57,1106.32,0.0,0.0
2010-11-19,1110.55,1101.36,1110.55,1.0,0.2300000000000182
2010-11-22,1119.07,1103.11,1106.55,1.0,-21.74000000000001
2010-11-23,1103.53,1087.42,1088.81,0.0,0.0
2010-11-24,1102.15,1083.16,1100.0,0.0,0.0
2010-11-25,1112.17,1100.44,1111.16,1.0,10.1099999999999
2010-11-26,1114.41,1100.76,1110.11,1.0,-6.810000000000173
2010-11-29,1121.38,1100.75,1104.35,1.0,-3.0599999999999454
2010-11-30,1110.12,1096.73,1107.05,0.0,0.0
2010-12-01,1134.35,1111.77,1134.27,1.0,30.28842546588703
2010-12-02,1145.51,1129.72,1145.51,1.0,15.289999999999964
2010-12-03,1149.8,1135.13,1149.56,1.0,-1.0699999999999363
2010-12-06,1149.93,1141.07,1144.44,1.0,-0.5799999999999272
2010-12-07,1157.22,1144.62,1148.98,0.0,0.0
2010-12-08,1150.22,1142.84,1145.63,0.0,0.0
2010-12-09,1151.3,1131.12,1133.52,0.0,0.0
2010-12-10,1139.16,1133.68,1139.16,0.0,0.0
2010-12-13,1150.39,1141.24,1146.15,0.0,0.0
2010-12-14,1155.84,1143.81,1155.84,1.0,10.25
2010-12-15,1159.1,1148.38,1156.4,1.0,-1.990000000000009
2010-12-16,1157.91,1149.9,1153.85,1.0,-3.269999999999982
2010-12-17,1156.72,1148.37,1153.13,0.0,0.0
2010-12-20,1160.39,1149.13,1154.19,0.0,0.0
2010-12-21,1166.49,1158.23,1166.0,1.0,13.189201357538195
2010-12-22,1169.46,1161.33,1163.27,1.0,-5.4500000000000455
2010-12-23,1162.23,1156.27,1160.55,1.0,-2.990000000000009
2010-12-27,1161.6,1154.81,1160.28,0.0,0.0
2010-12-28,1163.42,1158.05,1159.8,0.0,0.0
2010-12-29,1165.9,1160.68,1165.11,1.0,-2.579471379027609
2010-12-30,1165.59,1155.57,1155.57,0.0,0.0
2011-01-03,1177.0,1161.12,1176.85,1.0,24.315235621257443
2011-01-04,1181.56,1165.78,1165.88,0.0,0.0
2011-01-05,1167.09,1149.21,1151.8,0.0,0.0
2011-01-07,1164.96,1152.03,1159.45,0.0,0.0
2011-01-10,1160.42,1149.38,1152.61,0.0,0.0
2011-01-11,1175.03,1154.88,1174.36,1.0,21.49000000000001
2011-01-12,1178.06,1172.77,1174.1,1.0,0.07000000000016371
2011-01-13,1179.84,1171.08,1174.43,1.0,-0.8199999999999363
2011-01-14,1174.47,1163.05,1173.28,0.0,0.0
2011-01-17,1176.18,1163.55,1169.53,0.0,0.0
2011-01-18,1180.59,1172.48,1179.29,,
2011-01-19,1182.56,1153.6,1155.64,0.0,0.0
2011-01-20,1157.32,1136.42,1136.42,0.0,0.0
2011-01-21,1156.69,1138.42,1150.84,0.0,0.0
2011-01-24,1158.59,1138.41,1148.74,0.0,0.0
2011-01-25,1156.49,1148.66,1152.69,1.0,14.935642804501867
2011-01-26,1176.29,1156.31,1173.85,1.0,13.019999999999982
2011-01-27,1173.28,1165.21,1165.71,1.0,-22.049999999999955
2011-01-28,1168.13,1151.8,1151.8,0.0,0.0
2011-01-31,1150.29,1139.65,1147.22,0.0,0.0
2011-02-01,1156.2,1141.77,1146.79,0.0,0.0
2011-02-02,1153.66,1120.68,1130.42,0.0,0.0
2011-02-03,1144.25,1126.59,1138.72,0.0,0.0
2011-02-04,1146.26,1133.38,1139.31,0.0,0.0
2011-02-07,1148.66,1136.7,1140.5,1.0,-6.480000000000018
2011-02-08,1144.7,1127.63,1132.83,0.0,0.0
2011-02-09,1137.51,1130.63,1134.83,0.0,0.0
2011-02-10,1135.03,1122.32,1127.0,0.0,0.0
2011-02-11,1140.41,1117.9,1139.97,1.0,7.0499999999999545
2011-02-14,1146.08,1134.05,1134.05,0.0,0.0
2011-02-15,1137.58,1119.53,1125.85,0.0,0.0
2011-02-16,1133.32,1125.6,1128.0,0.0,0.0
2011-02-17,1131.26,1103.98,1110.69,0.0,0.0
2011-02-18,1119.04,1105.75,1117.23,0.0,0.0
2011-02-21,1124.73,1108.95,1113.98,0.0,0.0
2011-02-22,1115.97,1100.76,1112.35,0.0,0.0
2011-02-23,1109.0,1090.16,1098.07,0.0,0.0
2011-02-24,1108.91,1085.06,1102.3,0.0,0.0
2011-02-25,1118.97,1101.48,1116.79,1.0,22.54129210530914
2011-02-28,1131.85,1111.96,1128.66,1.0,2.3700000000001182
2011-03-01,1134.51,1119.16,1119.16,1.0,-25.050000000000182
2011-03-02,1112.66,1103.02,1103.61,0.0,0.0
2011-03-03,1115.51,1105.67,1110.8,0.0,0.0
2011-03-04,1125.07,1111.19,1112.38,0.0,0.0
2011-03-07,1127.54,1105.5,1117.98,1.0,12.89253354607672
2011-03-08,1128.47,1119.08,1122.89,1.0,10.201023175532555
2011-03-09,1136.24,1123.62,1126.58,1.0,-3.900000000000091
2011-03-10,1130.16,1116.04,1118.99,0.0,0.0
2011-03-11,1113.37,1101.44,1102.22,0.0,0.0
2011-03-14,1101.87,1089.27,1091.56,0.0,0.0
2011-03-15,1073.57,1045.58,1064.6,0.0,0.0
2011-03-16,1079.71,1055.45,1055.45,0.0,0.0
2011-03-17,1078.18,1061.02,1075.33,0.0,0.0
2011-03-18,1093.86,1081.2,1091.37,1.0,31.590000000000146
2011-03-21,1107.45,1100.06,1106.92,1.0,14.570000000000164
2011-03-22,1110.89,1098.18,1105.94,1.0,6.349999999999909
2011-03-23,1114.72,1101.47,1113.27,1.0,21.139999999999873
2011-03-24,1127.08,1108.54,1127.08,1.0,13.829999999999927
2011-03-25,1129.84,1120.51,1127.1,1.0,5.190000000000055
2011-03-28,1132.42,1122.25,1132.27,1.0,3.6100000000001273
2011-03-29,1131.22,1123.54,1130.71,0.0,0.0
2011-03-30,1140.86,1136.08,1138.06,1.0,4.1599999999998545
2011-03-31,1138.75,1131.9,1134.87,0.0,0.0
2011-04-01,1146.7,1133.63,1145.6,1.0,13.226976896842643
2011-04-04,1152.73,1141.92,1151.27,1.0,3.5300000000002
2011-04-05,1151.63,1144.56,1149.13,1.0,5.25
2011-04-06,1157.61,1145.41,1156.52,1.0,-3.5700000000001637
2011-04-07,1154.65,1144.27,1145.56,0.0,0.0
2011-04-08,1152.99,1145.2,1151.37,0.0,0.0
2011-04-11,1152.54,1145.98,1148.69,0.0,0.0
2011-04-12,1143.94,1128.9,1131.72,0.0,0.0
2011-04-13,1141.42,1134.47,1137.87,0.0,0.0
2011-04-14,1135.39,1122.9,1129.88,0.0,0.0
2011-04-15,1131.12,1121.44,1123.81,0.0,0.0
2011-04-18,1125.38,1105.01,1106.79,0.0,0.0
2011-04-19,1124.75,1109.5,1116.84,0.0,0.0
2011-04-20,1141.59,1125.25,1140.58,1.0,24.29000000000019
2011-04-21,1144.62,1137.6,1141.13,1.0,12.88000000000011
2011-04-26,1153.91,1139.04,1153.46,1.0,13.339999999999918
2011-04-27,1162.4,1149.25,1154.47,1.0,8.0
2011-04-28,1161.46,1148.43,1161.46,1.0,8.36999999999989
2011-04-29,1163.06,1154.66,1162.84,1.0,2.0
2011-05-02,1167.1,1158.84,1163.46,1.0,-13.2835489351653
2011-05-03,1162.0,1146.72,1153.87,0.0,0.0
2011-05-04,1160.91,1146.44,1148.64,0.0,0.0
2011-05-05,1153.06,1139.89,1148.83,0.0,0.0
2011-05-06,1159.33,1140.38,1157.83,1.0,8.300000000000182
2011-05-09,1160.96,1150.19,1157.13,1.0,4.216535153116638
2011-05-10,1167.72,1158.46,1167.53,1.0,14.455103603738507
